X1,Partner Segmentation,Company Status,Company Size,company_ID,industry,date_became_partner,company_location
695,NA,Non Partner,Small (15-49),company_693,Consumer Services,11/06/2019,Warungbanten
696,NA,Non Partner,Micro (0-14),company_694,Consumer Durables,31/01/2017,Santo Domingo
697,NA,Non Partner,Micro (0-14),company_695,Consumer Services,17/04/2016,Síkinos
698,NA,Non Partner,Small (15-49),company_696,Finance,20/03/2016,Linköping
699,NA,Non Partner,Micro (0-14),company_697,Consumer Services,28/07/2016,Gœsdorf
700,NA,Non Partner,Large (250+),company_698,Energy,27/02/2018,Itapuí
701,NA,Non Partner,Small (15-49),company_699,Finance,25/11/2016,Laocheng
702,NA,Non Partner,Large (250+),company_700,Public Utilities,12/07/2017,Gjegjan
703,Hiring Partner,Partner,Micro (0-14),company_701,Energy,28/03/2019,Aco
704,NA,Non Partner,Small (15-49),company_702,n/a,06/12/2016,Camino Real
705,NA,Non Partner,Large (250+),company_703,Technology,24/06/2017,Kendalrejo
706,NA,Non Partner,Small (15-49),company_704,Consumer Services,11/05/2016,Khoyniki
707,NA,Non Partner,Micro (0-14),company_705,Consumer Services,09/05/2017,كاف الجاع
708,NA,Non Partner,Large (250+),company_706,n/a,30/12/2016,Kafr Sawm
709,NA,Non Partner,Micro (0-14),company_707,n/a,19/04/2019,Maloma
710,Hiring Partner,Partner,Micro (0-14),company_708,Basic Industries,05/12/2016,Bol
711,Hiring Partner,Partner,Large (250+),company_709,Capital Goods,28/11/2017,Miskindzha
712,NA,Non Partner,Micro (0-14),company_710,n/a,06/05/2016,Nerchinsk
713,Hiring Partner,Partner,Micro (0-14),company_711,Technology,27/06/2017,Dasha
714,NA,Non Partner,Small (15-49),company_712,Finance,14/03/2016,Ettelbruck
715,NA,Non Partner,Small (15-49),company_713,Public Utilities,01/04/2019,Sudimoro
716,NA,Non Partner,NA,company_714,Consumer Services,31/03/2019,Kostryzhivka
717,NA,Non Partner,Small (15-49),company_715,Basic Industries,02/04/2016,Krasnorechenskiy
718,NA,Non Partner,Micro (0-14),company_716,Basic Industries,05/06/2017,Birnin Kebbi
719,NA,Non Partner,Small (15-49),company_717,n/a,12/04/2019,Albert Town
720,NA,Non Partner,Large (250+),company_718,n/a,02/10/2018,Chambellan
721,Channel Partner / Advocate,Non Partner,Micro (0-14),company_719,Energy,20/02/2019,Guxi
722,NA,Non Partner,Large (250+),company_720,Finance,24/04/2019,Nykarleby
723,NA,Non Partner,NA,company_721,n/a,09/03/2016,Неготино
724,Hiring Partner,Partner,Small (15-49),company_722,n/a,27/06/2017,Bayramaly
725,NA,Non Partner,Small (15-49),company_723,Basic Industries,29/06/2017,Srokowo
726,NA,Non Partner,Small (15-49),company_724,n/a,13/02/2019,Montalegre
727,NA,Non Partner,Small (15-49),company_725,Finance,19/03/2019,Ponyri Vtoryye
728,Hiring Partner,Partner,Micro (0-14),company_726,Technology,29/04/2017,Colcabamba
729,NA,Non Partner,Micro (0-14),company_727,Capital Goods,26/09/2019,Nokaneng
730,Influencer,Non Partner,Micro (0-14),company_728,Health Care,31/12/2016,Megion
731,NA,Non Partner,Large (250+),company_729,Consumer Services,17/11/2016,Andou
732,Hiring Partner,Non Partner,Micro (0-14),company_730,Health Care,02/07/2019,Malandag
733,NA,Non Partner,NA,company_731,n/a,14/02/2016,Loket
734,NA,Non Partner,NA,company_732,n/a,19/08/2017,Gresik
735,NA,Non Partner,NA,company_733,n/a,02/01/2017,Kedungtuban
736,NA,Non Partner,NA,company_734,Consumer Non-Durables,11/09/2017,Sukamulya
737,NA,Non Partner,Micro (0-14),company_735,Health Care,09/05/2019,Strum
738,NA,Non Partner,NA,company_736,Finance,29/06/2016,Cortiçóis
739,Hiring Partner,Partner,Small (15-49),company_737,Capital Goods,03/06/2017,União
740,NA,Non Partner,NA,company_695,Consumer Services,10/04/2018,Trinidad
741,NA,Non Partner,NA,company_738,n/a,13/07/2017,L'Île-Perrot
742,NA,Non Partner,NA,company_739,Public Utilities,01/11/2018,Nyinqug
743,Hiring Partner,Partner,Large (250+),company_740,Capital Goods,04/05/2019,Gondang
744,NA,Non Partner,NA,company_741,Basic Industries,04/07/2017,Huangsha
745,NA,Non Partner,NA,company_742,Health Care,27/04/2019,Ujsoły
746,Hiring Partner,Partner,Micro (0-14),company_743,n/a,01/07/2017,Rzhev
747,Channel Partner / Advocate,Partner,NA,company_744,Energy,01/03/2018,Maojiagang
748,Influencer,Non Partner,NA,company_745,Finance,26/12/2017,Artemisa
749,Channel Partner / Advocate,Non Partner,NA,company_746,Capital Goods,01/07/2017,Qādirpur Rān
750,NA,Non Partner,NA,company_747,Basic Industries,10/07/2019,Lākshām
751,NA,Non Partner,NA,company_748,Consumer Services,29/04/2018,Jiangqiao
752,NA,Non Partner,NA,company_749,Health Care,08/12/2018,Hudson Bay
753,Hiring Partner,Non Partner,NA,company_750,Capital Goods,16/09/2017,Umanggudang
754,NA,Non Partner,NA,company_751,Transportation,08/10/2016,Kuchinarai
755,Hiring Partner,Partner,Large (250+),company_752,Technology,05/04/2018,Raša
756,NA,Non Partner,NA,company_753,Consumer Non-Durables,01/04/2017,Cihua
757,NA,Non Partner,NA,company_754,n/a,15/04/2016,Paatan
758,NA,Non Partner,NA,company_755,Basic Industries,09/09/2018,Lyon
759,Channel Partner / Advocate,Partner,NA,company_756,Health Care,31/12/2018,Chengbei
760,Channel Partner / Advocate,Partner,NA,company_757,Technology,02/12/2017,Cruz
761,Channel Partner / Advocate,Non Partner,NA,company_758,Public Utilities,25/05/2017,Karlskoga
762,NA,Non Partner,NA,company_759,Technology,17/10/2016,Sumberpandan
763,Client Experience,Partner,NA,company_760,Health Care,02/11/2016,San Juan Opico
764,Channel Partner / Advocate,Partner,NA,company_761,Consumer Services,08/07/2019,Lesnoy
765,NA,Non Partner,NA,company_762,Technology,26/04/2016,Prinza
766,NA,Non Partner,NA,company_763,Health Care,30/07/2019,Reinaldes
767,Client Experience,Partner,NA,company_764,Technology,14/06/2016,Xuhang
768,NA,Non Partner,Micro (0-14),company_765,Miscellaneous,09/05/2019,Bom Despacho
769,NA,Non Partner,Micro (0-14),company_766,Finance,20/09/2019,Františkovy Lázně
770,Hiring Partner,Non Partner,NA,company_767,Finance,08/12/2017,Mérignac
771,Hiring Partner,Non Partner,NA,company_247,Health Care,06/12/2016,Nakajah
772,Channel Partner / Advocate,Non Partner,NA,company_768,Basic Industries,08/06/2016,Akoupé
773,NA,Non Partner,NA,company_769,Health Care,17/07/2017,Oroin Xibe
774,NA,Non Partner,NA,company_770,Finance,14/02/2016,Sekarjalak
775,NA,Non Partner,NA,company_771,Capital Goods,01/02/2019,Mariana
776,Hiring Partner,Partner,Micro (0-14),company_772,Public Utilities,12/04/2019,Sevan
777,NA,Non Partner,NA,company_773,Finance,15/02/2019,Nila Dua
778,NA,Non Partner,NA,company_774,n/a,20/08/2019,Tomioka
779,NA,Non Partner,NA,company_775,Consumer Services,23/01/2019,Itoigawa
780,Hiring Partner,Non Partner,Small (15-49),company_776,Public Utilities,16/01/2019,Kyrenia
781,Hiring Partner,Non Partner,Small (15-49),company_777,n/a,03/05/2016,Chichibu
782,Hiring Partner,Non Partner,Micro (0-14),company_778,Health Care,18/11/2018,Zhangxiang
783,Hiring Partner,Partner,Micro (0-14),company_779,Health Care,01/06/2018,Hadžići
784,NA,Non Partner,NA,company_780,Energy,26/01/2018,São João dos Montes
785,Hiring Partner,Non Partner,Micro (0-14),company_781,n/a,03/10/2016,Gōdo
786,Client Experience,Partner,Micro (0-14),company_782,Consumer Services,29/10/2017,Feng’an
787,Hiring & Training,Non Partner,NA,company_783,n/a,07/11/2018,Avignon
788,Hiring Partner,Non Partner,Micro (0-14),company_784,Consumer Services,20/07/2019,Caofang
789,NA,Non Partner,Micro (0-14),company_785,Transportation,17/11/2018,Lazaro Cardenas
790,Hiring Partner,Non Partner,Micro (0-14),company_786,Public Utilities,22/03/2017,Centre de Flacq
791,Hiring Partner,Non Partner,Micro (0-14),company_787,Technology,07/07/2016,Kebonagung
792,NA,Non Partner,NA,company_788,n/a,28/06/2016,Goris
793,Hiring Partner,Non Partner,Micro (0-14),company_789,Health Care,18/03/2016,Dostoyevka
794,Hiring Partner,Non Partner,NA,company_790,n/a,12/08/2018,Šentrupert
795,NA,Non Partner,Micro (0-14),company_791,Finance,07/02/2017,Чучер - Сандево
796,Hiring Partner,Non Partner,NA,company_792,Finance,05/04/2017,Capitán Solari
797,Hiring Partner,Non Partner,NA,company_793,Energy,22/04/2018,Monastir
798,Hiring Partner,Non Partner,NA,company_794,n/a,18/01/2017,Puerto Nariño
799,Channel Partner / Advocate,Non Partner,Small (15-49),company_795,Consumer Durables,05/07/2017,São Paio de Seide
800,Channel Partner / Advocate,Non Partner,Small (15-49),company_796,Consumer Services,28/10/2018,Vuka
801,Channel Partner / Advocate,Non Partner,Small (15-49),company_797,n/a,12/03/2016,Arras
802,Channel Partner / Advocate,Non Partner,Small (15-49),company_798,Capital Goods,09/10/2018,Watuagung
803,NA,Non Partner,Small (15-49),company_799,Miscellaneous,13/09/2016,Batticaloa
804,Channel Partner / Advocate,Non Partner,Micro (0-14),company_800,Technology,08/12/2017,Yartsevo
805,Channel Partner / Advocate,Non Partner,Micro (0-14),company_801,Finance,14/05/2019,Bar-le-Duc
806,Channel Partner / Advocate,Non Partner,Micro (0-14),company_802,Health Care,03/07/2019,Rostov-na-Donu
807,Client Experience,Non Partner,Small (15-49),company_803,Energy,09/02/2016,Young America
808,Channel Partner / Advocate,Non Partner,Small (15-49),company_804,Finance,08/11/2016,Bremen
809,NA,Non Partner,NA,company_805,Energy,23/04/2018,Dusit
810,Hiring Partner,Partner,Micro (0-14),company_806,Energy,29/08/2017,Wādī as Sīr
811,Hiring Partner,Partner,Large (250+),company_807,n/a,08/10/2017,Crasto
812,Hiring & Training,Non Partner,NA,company_808,n/a,05/06/2019,Hongqi
813,Hiring Partner,Non Partner,NA,company_809,Consumer Services,24/06/2017,Horní Štěpánov
814,Hiring Partner,Non Partner,NA,company_810,Health Care,15/06/2017,Rolândia
815,NA,Non Partner,NA,company_811,Technology,11/01/2019,Sevilla
816,NA,Non Partner,NA,company_812,Technology,23/08/2019,Swedru
817,NA,Non Partner,NA,company_813,Public Utilities,15/01/2018,Kroya
818,Hiring Partner,Partner,NA,company_814,Public Utilities,14/07/2018,Montalvo
819,NA,Non Partner,NA,company_815,Public Utilities,30/10/2017,Ostaszewo
820,NA,Non Partner,NA,company_816,n/a,16/09/2016,Fort-de-France
821,NA,Non Partner,NA,company_817,n/a,21/08/2016,Narukan
822,NA,Non Partner,NA,company_818,Finance,07/12/2018,Bandar ‘Abbās
823,NA,Non Partner,NA,company_819,Consumer Services,11/06/2016,Podgórzyn
824,NA,Non Partner,NA,company_820,Technology,28/09/2017,Senduro
825,NA,Non Partner,NA,company_821,Consumer Services,07/06/2018,Tonoshō
826,NA,Non Partner,NA,company_822,Capital Goods,19/04/2017,Ninghai
827,NA,Non Partner,NA,company_823,Public Utilities,15/01/2017,Yeşilköy
828,NA,Non Partner,NA,company_824,Finance,18/08/2018,Xinli
829,NA,Non Partner,NA,company_825,Basic Industries,11/05/2016,Tafeng
830,NA,Non Partner,NA,company_826,Health Care,06/12/2017,Xiaochi
831,NA,Non Partner,NA,company_827,Finance,25/10/2018,Nong Chik
832,NA,Non Partner,NA,company_828,n/a,19/07/2016,Koncang
833,NA,Non Partner,NA,company_829,Consumer Non-Durables,31/12/2018,Baicheng
834,NA,Non Partner,NA,company_830,Capital Goods,11/04/2018,Triwil
835,Training Partner,Non Partner,NA,company_831,Consumer Services,03/03/2018,Altuf’yevskiy
836,Hiring Partner,Partner,Small (15-49),company_832,Energy,25/10/2017,Bagjasari
837,Hiring Partner,Partner,NA,company_833,Basic Industries,09/07/2018,Fatubia
838,Hiring Partner,Partner,Micro (0-14),company_834,n/a,10/11/2016,Renshan
839,Hiring Partner,Partner,Micro (0-14),company_835,Finance,15/07/2018,Sihe
840,Hiring Partner,Partner,Micro (0-14),company_836,n/a,01/07/2019,Tomado
841,NA,Non Partner,Large (250+),company_837,Finance,19/08/2019,Mandiana
842,Hiring Partner,Non Partner,NA,company_838,Health Care,09/06/2017,Aguas Verdes
843,Training Partner,Non Partner,NA,company_839,Finance,23/06/2019,Sambopinggir
844,Training Partner,Non Partner,Micro (0-14),company_840,Finance,18/07/2017,Cholpon-Ata
845,Hiring Partner,Non Partner,NA,company_841,Health Care,16/09/2018,Río Segundo
846,Hiring Partner,Non Partner,Medium (50-249),company_842,Consumer Durables,04/02/2016,Guiglo
847,Hiring Partner,Non Partner,Large (250+),company_843,Consumer Non-Durables,16/08/2019,Tajao
848,Hiring Partner,Non Partner,Large (250+),company_844,Finance,08/05/2016,Nova Venécia
849,Hiring Partner,NA,Large (250+),company_845,Finance,12/04/2018,Baraguá
850,Hiring Partner,Non Partner,Micro (0-14),company_846,n/a,21/03/2019,Naples
851,Hiring Partner,Non Partner,Small (15-49),company_847,Health Care,22/01/2018,Chigorodó
852,Client Experience,Non Partner,Micro (0-14),company_848,Technology,04/01/2018,Mýrina
853,Hiring Partner,Non Partner,Micro (0-14),company_849,Finance,19/02/2017,Tangzhuang
854,Hiring Partner,NA,Small (15-49),company_850,Consumer Services,05/07/2018,Wanquan
855,NA,Non Partner,NA,company_851,Basic Industries,30/04/2019,Juradó
856,Hiring Partner,Non Partner,Small (15-49),company_852,Public Utilities,29/12/2018,Grand Bank
857,NA,Non Partner,NA,company_853,Finance,03/11/2018,El Refugio
858,NA,NA,NA,NA,Consumer Non-Durables,12/01/2018,Xihu
859,NA,NA,NA,company_854,n/a,07/08/2019,San Martín
860,NA,NA,NA,company_855,Health Care,11/10/2016,Jiangkou
